source_name,channel_type,date,ad_spend,impressions,clicks,leads,revenue
HH.ru,job,2023-06-12,9448.94,357614,18055,3370,14483.48
HH.ru,job,2023-10-02,1098.16,61111,30411,2673,1880.69
University Ads,ads,2024-11-25,1051.78,59541,18921,4246,14254.08
Facebook Ads,ads,2023-03-18,5543.89,80719,24015,4308,3146.92
HH.ru,job,2023-02-13,5392.56,620075,49833,3485,2244.7
Avito.ru,ads,2024-12-18,2470.28,161816,38720,2859,8272.84
University Ads,ads,2024-07-03,5450.68,405269,33468,3387,2008.59
Email Campaign,email,2023-11-14,4704.95,927492,9270,2194,16670.75
University Ads,ads,2024-06-17,9012.97,899744,8806,4880,9531.02
Telegram Channel,social,2024-08-07,1083.29,935863,17293,4723,11946.57
Telegram Channel,social,2023-06-03,9786.43,909426,35353,2682,11748.86
HH.ru,job,2023-08-25,6619.53,532187,7498,1149,19573.14
Facebook Ads,ads,2024-05-31,2366.59,393148,17930,4243,18357.76
Email Campaign,email,2023-08-09,1420.84,383585,16952,2472,17058.0
University Ads,ads,2023-11-06,5842.95,307078,17113,3242,7973.75
Facebook Ads,ads,2024-08-20,3114.01,313018,19866,2677,3329.44
University Ads,ads,2023-06-26,3710.49,74737,6638,257,12041.41
University Ads,ads,2023-08-08,3206.19,153533,32981,535,9086.16
Avito.ru,ads,2023-02-07,6851.55,905934,47745,4330,4897.77
Telegram Channel,social,2024-10-15,5981.76,720784,21967,1154,2405.0
University Ads,ads,2024-03-06,1701.77,255946,12634,4840,9003.82
Avito.ru,ads,2023-07-22,5738.74,817998,18100,4826,13191.92
Telegram Channel,social,2024-03-23,8120.71,317150,36185,472,12695.1
Avito.ru,ads,2024-05-09,1730.75,627340,23835,2973,15591.47
Facebook Ads,ads,2024-11-14,9007.65,68641,24064,4126,9597.82
Word of Mouth,referral,2023-05-05,6204.76,373093,5833,1988,6771.97
Telegram Channel,social,2023-03-06,9555.62,647137,27346,3410,11004.66
Google Ads,ads,2023-09-01,2333.27,580352,21297,4553,19512.62
Word of Mouth,referral,2024-06-10,9942.08,322512,13165,1973,1379.27
Facebook Ads,ads,2023-08-14,6798.46,369149,35405,4360,10808.98
University Ads,ads,2024-04-09,6107.45,211235,47418,1195,6920.66
Email Campaign,email,2024-10-04,5637.52,676551,19658,312,2554.33
Facebook Ads,ads,2024-12-07,1212.89,371653,18706,786,8976.08
Avito.ru,ads,2023-10-20,9456.75,868671,40889,3269,13002.7
Avito.ru,ads,2024-12-21,6795.95,878579,151,633,10799.23
Avito.ru,ads,2024-01-16,1824.64,717125,18828,3866,1068.94
Avito.ru,ads,2024-09-16,1188.57,514421,14399,1469,11792.79
Facebook Ads,ads,2023-06-15,1457.05,307048,26898,3396,5024.05
Email Campaign,email,2024-12-03,6484.56,426911,21548,4785,7158.79
VK Group,social,2023-08-06,6526.14,382371,22970,489,6587.99
Avito.ru,ads,2023-10-02,5497.01,728565,22314,4240,17241.01
VK Group,social,2023-02-21,3760.89,148030,4366,1071,1427.67
Email Campaign,email,2024-01-09,5785.68,354313,11400,297,7285.94
Email Campaign,email,2024-10-31,5646.72,667632,1758,3649,8198.92
Word of Mouth,referral,2023-12-29,1174.74,463510,23852,1153,12567.27
Telegram Channel,social,2024-07-20,3542.22,622246,28233,1433,15884.81
Google Ads,ads,2023-01-14,1478.67,537306,12842,667,14689.47
HH.ru,job,2023-12-06,9101.39,208823,16159,3095,15176.13
Google Ads,ads,2024-08-24,7527.01,765821,13820,1749,4251.55
Facebook Ads,ads,2024-06-22,9965.04,880148,27729,2526,18278.88
HH.ru,job,2023-03-30,3719.54,684988,11094,4998,8575.9
Email Campaign,email,2023-02-10,8906.37,484622,22105,2211,716.63
Google Ads,ads,2023-10-31,6427.49,198270,20494,688,13527.88
Official Website,web,2023-09-25,5078.13,796728,735,3467,12278.05
Telegram Channel,social,2023-05-18,3003.16,241303,11306,2754,2956.17
Google Ads,ads,2023-01-06,7645.53,811010,44945,2363,19217.42
Telegram Channel,social,2023-08-30,9137.27,258016,22905,1658,11450.51
VK Group,social,2023-06-11,3117.78,416770,48852,1689,9650.65
Facebook Ads,ads,2024-11-22,2578.51,293729,49426,3976,8263.38
Telegram Channel,social,2024-06-01,7266.0,568513,25732,2751,4592.1
VK Group,social,2024-02-05,9792.76,668906,11760,863,19079.85
Avito.ru,ads,2023-06-05,7749.6,580910,26977,602,14192.09
VK Group,social,2023-03-26,3561.23,514835,8859,3416,11568.27
Facebook Ads,ads,2024-12-12,4779.6,115665,45478,2962,12808.4
Word of Mouth,referral,2023-01-10,4458.86,955207,39024,1029,16888.2
Avito.ru,ads,2023-05-18,8668.86,397332,47253,1594,12896.55
Email Campaign,email,2024-12-13,7942.34,669024,48460,4921,2734.52
University Ads,ads,2023-06-05,6300.78,888133,31772,2624,14097.26
VK Group,social,2024-02-12,3474.63,172171,48197,1881,11514.95
VK Group,social,2023-08-13,9441.9,509174,24191,1100,19343.71
Telegram Channel,social,2024-08-02,6879.84,616303,31435,636,14807.52
Email Campaign,email,2023-07-03,9734.29,849516,7109,4217,7208.06
Google Ads,ads,2023-07-14,6221.05,969823,2243,4776,3140.26
Official Website,web,2024-07-07,8390.73,655888,29114,3188,9904.47
HH.ru,job,2024-01-31,8317.95,16140,39867,35,13747.41
VK Group,social,2024-10-24,4035.96,978395,43618,3058,3956.87
Google Ads,ads,2024-08-18,9676.19,486488,17958,631,13164.16
Official Website,web,2023-05-14,1197.47,992511,23732,3495,16599.43
HH.ru,job,2023-11-05,7918.4,916044,20586,726,3562.48
University Ads,ads,2024-06-25,9690.01,294285,429,2670,14262.82
Telegram Channel,social,2023-01-09,4050.17,978198,12470,1751,1831.02
Google Ads,ads,2023-06-19,6833.0,793261,13947,3082,655.03
Telegram Channel,social,2023-10-17,6060.01,293772,31724,3743,1136.38
HH.ru,job,2023-06-17,7853.57,908830,4722,4474,12814.34
Word of Mouth,referral,2023-12-10,8795.6,430459,38100,2784,19480.56
VK Group,social,2024-05-11,6427.4,73747,24505,1855,15541.76
Avito.ru,ads,2023-05-25,8343.14,485966,25437,4247,5460.98
Official Website,web,2024-02-17,3810.57,93525,1780,23,1897.93
Email Campaign,email,2024-08-10,3057.28,75198,47222,2768,12524.76
Facebook Ads,ads,2024-11-19,4876.01,397771,47212,540,562.96
VK Group,social,2024-04-01,7099.63,841202,38819,2888,15955.42
Avito.ru,ads,2024-12-01,2685.22,149009,27932,3414,5240.85
Facebook Ads,ads,2023-10-29,7123.17,721364,6966,447,6334.73
Google Ads,ads,2023-02-15,4546.84,236311,25579,392,7207.59
Facebook Ads,ads,2023-01-17,8160.18,842050,49385,1299,15389.28
University Ads,ads,2024-07-31,1331.52,376964,17609,2862,5681.97
VK Group,social,2023-12-26,7011.84,223213,43024,2047,6047.18
Telegram Channel,social,2023-09-18,6848.4,325247,46328,3726,11049.34
Word of Mouth,referral,2023-05-03,9468.42,16493,4288,2462,9528.51
Email Campaign,email,2023-08-19,7420.31,370182,35717,895,19133.61
Telegram Channel,social,2024-09-28,8166.72,530222,27887,3504,5636.23
Avito.ru,ads,2023-04-22,9141.32,238943,3466,3024,2291.88
VK Group,social,2024-08-15,7075.47,35957,13161,3992,11049.14
Word of Mouth,referral,2023-09-03,3611.38,931621,16052,4184,4098.13
Facebook Ads,ads,2024-01-26,8827.96,506928,19075,318,8565.72
VK Group,social,2024-01-27,7728.2,633345,4383,736,4150.36
Facebook Ads,ads,2023-11-24,4819.94,808933,20745,3114,17678.91
Google Ads,ads,2023-08-03,7394.76,530903,11840,2947,6885.27
University Ads,ads,2024-01-02,8809.2,666548,33112,1723,15609.92
HH.ru,job,2023-03-23,9780.87,450459,5228,3881,18997.77
VK Group,social,2023-03-17,9571.16,435329,46615,722,18840.74
Avito.ru,ads,2024-06-10,3927.95,262868,9471,960,10733.62
Facebook Ads,ads,2024-05-17,4795.24,328783,21409,1445,19673.47
Telegram Channel,social,2024-04-23,1985.83,774341,27211,4575,13290.78
Google Ads,ads,2024-01-07,3227.9,600620,8728,1548,3005.53
Avito.ru,ads,2023-09-22,8941.79,253724,10562,2622,17823.35
Email Campaign,email,2023-09-21,4247.65,483588,22818,2178,9639.44
HH.ru,job,2023-04-20,6584.97,80681,38774,2207,3477.54
Google Ads,ads,2023-11-03,6993.69,196901,31395,2210,15932.72
University Ads,ads,2023-07-19,8036.46,453228,41853,3061,12675.86
HH.ru,job,2023-08-14,2645.2,636763,28944,1680,17701.36
Facebook Ads,ads,2023-07-04,3743.32,739071,26414,4679,16632.79
Avito.ru,ads,2023-01-31,5035.03,601338,7768,3144,6742.15
Email Campaign,email,2024-09-05,4283.57,25451,2054,3374,5498.13
Official Website,web,2023-04-09,9846.15,375384,14512,2125,14809.66
University Ads,ads,2023-12-05,8514.47,324230,8906,234,11679.6
Word of Mouth,referral,2023-09-23,5317.18,58393,18115,856,1862.56
Facebook Ads,ads,2024-10-13,8913.42,658751,21520,4079,4041.94
Official Website,web,2023-12-16,4128.88,485634,12463,2966,3451.39
VK Group,social,2024-12-28,8072.45,611257,41128,4397,12001.04
Email Campaign,email,2024-06-27,3013.08,535657,10166,2271,2172.36
Telegram Channel,social,2024-04-01,7950.9,286212,47618,1593,4550.17
Word of Mouth,referral,2023-03-29,5108.08,134131,6974,980,11134.84
Avito.ru,ads,2023-03-04,1967.49,969162,31181,3982,3094.61
Email Campaign,email,2024-01-22,3459.36,280260,17353,1226,5341.3
HH.ru,job,2024-04-03,4620.47,184759,42453,1648,18182.43
Google Ads,ads,2024-08-08,7743.64,315597,11762,2131,14093.79
HH.ru,job,2024-09-27,1656.84,434453,14225,4730,6484.19
HH.ru,job,2023-09-26,6935.92,264083,19603,2721,17608.42
VK Group,social,2024-09-24,7444.12,932868,15798,1296,5380.55
University Ads,ads,2023-12-12,6885.29,206698,15371,3167,11987.11
Telegram Channel,social,2024-12-24,7846.03,87622,476,67,7685.64
Word of Mouth,referral,2024-10-21,2603.52,611213,30180,1694,15166.91
University Ads,ads,2023-03-19,6283.93,682215,43383,3498,7745.95
Email Campaign,email,2023-12-31,9470.3,510977,18425,1314,5352.8
HH.ru,job,2023-01-14,6497.06,889352,15385,1640,12350.24
VK Group,social,2023-05-16,6502.03,456850,304,4090,15034.14
Email Campaign,email,2023-10-31,7627.96,457494,25420,4313,10959.09
Google Ads,ads,2024-02-01,3998.84,404327,11428,1176,14467.62
Telegram Channel,social,2023-03-20,7304.28,239973,7154,422,8729.32
Word of Mouth,referral,2024-12-05,9246.1,68251,26225,1628,16011.2
Google Ads,ads,2024-02-22,1098.06,725618,20904,2787,11907.98
VK Group,social,2023-08-30,8831.02,414624,18909,749,4326.87
Telegram Channel,social,2023-02-20,2967.56,427218,27540,4909,17869.66
Email Campaign,email,2024-01-19,5103.31,93274,20457,4524,16818.07
HH.ru,job,2024-01-10,8671.13,378325,45836,928,19296.29
HH.ru,job,2024-12-30,8415.21,874106,17154,2258,11595.67
Facebook Ads,ads,2023-07-25,9027.35,349107,3165,4092,13676.95
HH.ru,job,2024-05-03,9463.75,864357,34595,4185,17339.8
Official Website,web,2024-01-16,5024.41,549648,6076,1513,1525.53
HH.ru,job,2023-11-07,6907.27,898811,31254,3237,18287.99
Official Website,web,2024-01-10,4514.31,140167,20510,837,5787.69
Avito.ru,ads,2024-09-23,4156.45,759122,15837,3241,1612.35
Official Website,web,2024-08-14,4884.36,420063,38932,2883,5133.34
Telegram Channel,social,2023-02-11,7687.69,398962,36682,1627,11934.02
Google Ads,ads,2024-06-16,5512.97,843997,1803,1195,1433.02
Telegram Channel,social,2024-06-05,8326.54,813888,7721,1694,514.91
Google Ads,ads,2023-06-02,7706.97,533058,13644,519,12967.57
Facebook Ads,ads,2023-11-08,1184.31,343126,7530,704,9341.05
Avito.ru,ads,2023-10-21,6672.14,223465,32921,3289,16964.44
Google Ads,ads,2024-08-20,4929.14,768647,49943,4026,5522.17
Google Ads,ads,2023-04-23,5109.66,371386,38934,2078,5973.8
VK Group,social,2024-12-01,8365.36,876671,12391,1256,2012.15
University Ads,ads,2023-04-22,5928.47,224302,41316,409,11000.98
University Ads,ads,2023-06-24,8970.6,49959,33701,2617,7635.14
VK Group,social,2023-10-29,7415.25,811490,48467,4594,7124.3
HH.ru,job,2024-05-30,5975.56,716852,43589,297,9423.84
VK Group,social,2023-08-09,7790.84,62672,5894,1413,17068.9
Google Ads,ads,2023-06-20,1345.14,472808,32849,4542,2551.18
Google Ads,ads,2023-11-14,1243.75,781134,31280,2187,10710.08
VK Group,social,2023-08-01,1750.14,874823,9453,450,4330.48
VK Group,social,2023-09-10,4938.09,529625,20006,4895,4641.63
HH.ru,job,2023-05-04,3119.05,66849,46503,1278,5506.34
Telegram Channel,social,2024-10-01,9858.35,465529,22344,2522,9458.33
Avito.ru,ads,2023-08-01,5880.61,426704,18510,195,10140.8
Email Campaign,email,2024-09-15,6961.74,222380,9929,4267,17494.47
Google Ads,ads,2023-03-26,3509.38,754012,36416,3280,17896.19
Avito.ru,ads,2024-05-30,3896.17,632851,48769,2458,11939.95
VK Group,social,2023-03-06,4019.16,339336,49034,3553,5987.38
HH.ru,job,2023-11-14,7288.62,250523,13146,1489,16459.52
Official Website,web,2023-12-12,5263.36,628679,22848,4896,15961.2
HH.ru,job,2024-09-23,5659.15,119615,47375,3072,16060.09
Word of Mouth,referral,2023-08-31,6328.03,376738,1283,4650,819.17
Word of Mouth,referral,2023-05-17,7919.3,212521,10511,2470,15200.35
Avito.ru,ads,2023-09-04,1813.33,992891,44704,2588,17128.03
University Ads,ads,2024-03-16,7991.87,607797,33956,1154,12298.14
Word of Mouth,referral,2023-02-14,6069.12,158047,34060,4174,15149.26
Word of Mouth,referral,2024-10-19,7021.86,130555,31578,644,15635.32
Telegram Channel,social,2024-11-18,3947.97,52392,5487,1313,10378.38
Official Website,web,2024-07-07,4684.48,547593,47276,4671,16365.6
Telegram Channel,social,2023-03-30,3080.49,86215,33199,542,15949.67
Official Website,web,2024-12-30,9813.7,949465,42271,1891,18364.03
Facebook Ads,ads,2023-08-16,5473.03,272372,12380,2707,18466.79
Email Campaign,email,2023-10-18,9964.69,877611,2375,4659,10829.43
Google Ads,ads,2024-02-26,5408.07,642152,38105,962,1114.13
Word of Mouth,referral,2023-03-08,2977.76,93544,46287,2815,872.58
Google Ads,ads,2023-09-08,5567.07,688834,6485,579,18809.07
Word of Mouth,referral,2023-02-10,1356.36,13979,7748,4533,7078.54
Telegram Channel,social,2023-04-09,9142.93,56343,33370,2832,7861.9
Email Campaign,email,2023-11-02,8366.95,10739,3669,3225,9663.21
Telegram Channel,social,2024-03-31,7532.38,422774,42139,989,5683.08
Telegram Channel,social,2024-08-13,6488.44,834249,40184,4140,12013.08
Official Website,web,2023-10-28,6218.51,979303,26010,3551,15800.1
University Ads,ads,2023-07-18,9970.55,757542,21131,2583,5518.16
HH.ru,job,2024-10-20,3501.98,917556,4316,3396,14989.69
Avito.ru,ads,2024-05-02,8017.16,310298,5991,3565,13604.37
Google Ads,ads,2023-04-16,6232.64,697632,43133,2887,10748.88
Facebook Ads,ads,2024-02-05,9782.92,47339,31700,1747,6846.12
Word of Mouth,referral,2024-12-05,8450.23,647879,16415,2433,17519.1
Telegram Channel,social,2024-04-21,9986.73,220868,24698,2891,8354.52
University Ads,ads,2023-05-02,6294.92,671954,24332,2713,7805.93
Telegram Channel,social,2023-03-18,2840.9,23185,26525,2545,13006.73
Email Campaign,email,2023-11-08,5533.18,921346,10455,3577,18446.47
Official Website,web,2023-04-22,7400.0,153644,579,2410,10406.35
Facebook Ads,ads,2024-11-12,7969.24,115784,18838,4459,14592.47
HH.ru,job,2024-06-01,1004.59,420785,14666,3965,9409.22
Email Campaign,email,2023-07-16,5545.24,341897,43599,3562,4766.75
VK Group,social,2023-04-08,3117.11,158591,35201,988,2917.07
Facebook Ads,ads,2024-04-03,8874.21,566241,24058,412,3158.37
Telegram Channel,social,2023-08-18,2376.15,554092,48093,2814,915.85
Email Campaign,email,2023-06-17,6998.11,86286,21755,1524,11281.59
HH.ru,job,2023-01-08,3394.56,468753,21928,1557,3056.57
University Ads,ads,2023-06-21,4208.88,27275,48060,403,17381.12
University Ads,ads,2023-12-26,9465.03,214490,38935,2640,19666.5
Google Ads,ads,2023-07-14,3164.03,252462,41059,113,10169.44
HH.ru,job,2023-09-26,1855.02,596356,46073,1753,9268.64
University Ads,ads,2023-01-19,1623.56,859776,28062,431,7287.41
Email Campaign,email,2023-12-20,5541.54,874716,37903,4723,12941.53
Google Ads,ads,2023-02-18,6775.4,132750,11144,3187,12356.53
University Ads,ads,2024-04-08,3945.64,829033,2309,3786,7195.95
Facebook Ads,ads,2023-12-22,7212.34,955079,9684,4400,7191.75
Official Website,web,2023-06-07,1549.3,586993,11548,285,13073.67
VK Group,social,2023-03-07,8716.01,851653,2059,203,11313.65
HH.ru,job,2024-07-24,8349.1,697729,375,4416,14511.83
Email Campaign,email,2023-11-04,9869.47,578905,21108,4725,18857.15
Word of Mouth,referral,2023-12-03,9428.54,330459,26135,1136,15702.04
Telegram Channel,social,2024-11-01,4205.77,662528,34709,4028,6434.74
Email Campaign,email,2023-05-01,4593.48,287461,12351,259,15302.89
University Ads,ads,2024-02-08,7713.68,852541,20629,3477,9275.48
Email Campaign,email,2024-10-08,2206.74,513861,15731,2839,15664.3
Word of Mouth,referral,2024-07-21,3826.13,955822,13646,4401,17788.14
Telegram Channel,social,2023-04-06,2066.87,777442,47787,247,5373.82
Google Ads,ads,2023-04-24,5093.98,575527,30624,3730,5153.58
University Ads,ads,2024-03-04,5968.04,290226,5775,4019,8936.19
Avito.ru,ads,2024-06-23,2900.44,334664,11669,4915,1504.91
University Ads,ads,2023-01-02,1239.69,414295,43584,2346,13870.88
VK Group,social,2023-07-31,7474.2,537172,49739,2594,15119.17
Avito.ru,ads,2024-08-02,1180.05,758757,38273,1775,7235.89
VK Group,social,2024-10-01,9760.62,177419,40133,3927,9573.06
Word of Mouth,referral,2023-11-29,2994.47,213803,38465,4626,12011.95
HH.ru,job,2023-01-24,6975.1,339931,34808,1152,1935.16
Telegram Channel,social,2024-01-03,4912.77,473392,43513,2176,14370.3
Official Website,web,2024-05-20,1537.06,159812,28690,1124,10770.68
Google Ads,ads,2023-06-25,5249.65,124297,12089,2229,12673.11
Official Website,web,2024-03-04,5650.85,547103,40603,4828,14614.7
Facebook Ads,ads,2024-03-17,8692.15,861609,37218,1149,13673.4
Facebook Ads,ads,2024-07-01,7591.14,183963,33827,4672,2358.77
Word of Mouth,referral,2024-05-28,1713.72,324710,48895,4581,15760.55
HH.ru,job,2023-12-27,2882.46,838400,39498,3526,12395.91
Facebook Ads,ads,2023-10-01,3806.99,695273,38660,1986,14440.18
University Ads,ads,2023-06-26,2047.67,874872,32037,1606,5599.28
Email Campaign,email,2023-09-21,5112.09,589148,35431,1155,4817.83
VK Group,social,2023-07-05,9858.78,140134,33331,1637,16608.8
Facebook Ads,ads,2024-06-10,5631.52,814894,10228,1868,8112.59
Word of Mouth,referral,2023-10-06,7676.94,522099,24155,1255,11719.26
VK Group,social,2024-12-06,7146.44,962986,28807,1492,11256.11
University Ads,ads,2023-07-17,8649.2,999987,28746,1531,11910.75
HH.ru,job,2023-12-15,2941.51,404554,33786,379,1855.38
Telegram Channel,social,2024-02-25,7784.44,153854,38955,4865,6398.24
Official Website,web,2023-11-01,8932.2,882041,30684,3202,1796.37
University Ads,ads,2023-03-05,2543.59,278758,31468,3242,9863.14
Google Ads,ads,2023-10-17,4121.22,928245,1713,1795,18090.92
Avito.ru,ads,2023-01-18,9730.92,957714,9114,584,8088.94
Word of Mouth,referral,2023-03-05,8027.09,76269,2220,3713,15757.77
Official Website,web,2023-11-26,3543.32,810376,3491,4482,6101.3
Google Ads,ads,2023-01-17,6075.48,460207,10258,2582,17197.18
Telegram Channel,social,2024-03-18,4638.94,11806,32088,2125,8680.31
Google Ads,ads,2023-05-21,5409.69,940789,34749,1912,7426.74
HH.ru,job,2023-11-04,4196.5,381018,41799,4089,14100.85
Avito.ru,ads,2024-03-19,3513.98,86993,23846,1166,10498.77
VK Group,social,2024-05-10,7072.87,208361,13145,1095,7077.74
Official Website,web,2024-03-01,8006.88,50126,44126,170,1632.8
Avito.ru,ads,2024-04-19,8865.61,876555,40124,768,3749.47
Email Campaign,email,2023-09-02,2397.97,933361,3943,2758,15560.31
University Ads,ads,2024-03-25,8405.7,43792,6229,839,18454.27
Email Campaign,email,2023-12-17,3293.21,642266,3310,858,3792.35
University Ads,ads,2024-08-21,4846.03,359828,26262,1986,11604.1
HH.ru,job,2024-12-11,9112.99,326505,44790,4354,1166.39
Avito.ru,ads,2023-06-10,5090.53,570610,10069,1539,6171.45
Telegram Channel,social,2023-05-20,2773.57,740867,38384,2259,9251.37
Facebook Ads,ads,2024-05-07,2438.82,677268,48156,2902,14849.62
Google Ads,ads,2024-08-10,5256.85,74627,35399,3634,1360.1
Facebook Ads,ads,2024-06-14,7864.05,786264,10726,1687,15734.0
Avito.ru,ads,2024-01-28,9974.85,729003,28593,4115,4451.63
Email Campaign,email,2024-02-05,8086.68,424418,21037,4820,15310.87
Facebook Ads,ads,2023-02-19,8893.11,626516,43529,4464,12696.68
Word of Mouth,referral,2023-10-22,7730.49,604390,18763,1309,7121.73
Facebook Ads,ads,2024-02-29,9058.92,856315,31358,2181,14613.15
University Ads,ads,2023-01-12,1686.64,630843,9659,639,5108.29
Word of Mouth,referral,2023-12-01,9369.38,926623,43827,4373,4784.7
Official Website,web,2023-01-15,4567.66,613846,7405,287,1704.02
Facebook Ads,ads,2023-01-28,9294.53,523229,26073,1033,8165.0
Word of Mouth,referral,2024-01-23,1681.6,905893,22040,4181,2405.28
Avito.ru,ads,2023-10-19,7437.19,184792,33022,4631,8680.27
Google Ads,ads,2023-09-07,7621.2,311806,44246,4723,691.17
Official Website,web,2024-05-19,9972.2,823462,13757,1209,3524.13
Telegram Channel,social,2023-04-08,7919.7,574138,17598,1727,18681.25
Telegram Channel,social,2023-12-03,4443.16,926035,799,1990,16013.46
HH.ru,job,2023-02-08,6015.24,251322,7665,1600,5105.19
Facebook Ads,ads,2023-02-07,4298.96,134825,45260,279,14506.69
Google Ads,ads,2023-10-27,2764.17,357432,7209,4107,13535.39
VK Group,social,2023-06-28,3236.52,307541,8887,2630,3950.05
Word of Mouth,referral,2024-08-31,2998.09,852526,25215,1396,7735.64
Official Website,web,2024-04-13,5939.34,362784,15738,544,18317.26
Avito.ru,ads,2023-10-09,9155.45,161688,111,1618,14905.0
Facebook Ads,ads,2023-06-13,9214.54,499690,10235,2408,15326.81
Avito.ru,ads,2024-03-28,1492.87,730694,40342,4642,11495.78
VK Group,social,2023-04-07,1719.09,147733,20943,2924,13478.03
HH.ru,job,2023-11-05,3206.07,198101,761,473,10420.4
VK Group,social,2023-09-19,3295.54,691407,46497,32,14947.43
University Ads,ads,2023-10-20,1854.0,442259,7481,698,14788.19
Email Campaign,email,2023-09-06,4496.17,511747,22058,4076,1106.12
Official Website,web,2023-09-02,6289.53,187514,9714,4233,12819.6
Email Campaign,email,2023-09-08,6203.46,857810,5971,1296,12781.37
VK Group,social,2023-05-03,5890.87,298087,679,3870,1812.74
HH.ru,job,2023-11-21,4048.05,44487,24937,2092,8502.43
HH.ru,job,2024-11-11,7358.1,609057,49747,2544,18026.39
Telegram Channel,social,2024-05-15,8438.36,79023,47826,4206,19092.06
Facebook Ads,ads,2024-11-17,4116.47,952063,37093,746,15753.11
Telegram Channel,social,2024-12-16,1769.82,867812,13570,4716,3453.69
Official Website,web,2023-03-07,3666.97,444735,13179,1350,7807.04
Official Website,web,2023-02-28,2236.32,793263,15750,2387,4059.79
Official Website,web,2024-12-31,5206.23,21416,22418,205,13216.65
Avito.ru,ads,2024-05-12,2403.42,819291,13954,2471,15576.32
Telegram Channel,social,2024-01-08,5165.6,97789,2236,1514,17733.43
Avito.ru,ads,2023-09-23,2989.03,114766,5163,2125,17282.65
Email Campaign,email,2024-10-14,7648.58,552472,25181,2928,2434.59
Facebook Ads,ads,2023-08-24,1248.11,824278,23781,4034,2950.64
VK Group,social,2023-08-06,5992.72,761117,16690,880,18238.6
Word of Mouth,referral,2024-06-10,2525.39,839203,44491,194,16953.8
Telegram Channel,social,2024-03-16,1008.93,621283,35998,1699,9477.37
Word of Mouth,referral,2024-10-11,8822.8,791321,15555,1222,8886.02
HH.ru,job,2024-02-10,7043.75,418714,18338,3655,11279.59
Telegram Channel,social,2024-08-23,1890.49,79798,38132,507,12134.4
Email Campaign,email,2024-08-11,6976.65,305058,40345,1575,5457.22
Telegram Channel,social,2024-10-09,6504.83,533666,18144,1672,8372.96
Avito.ru,ads,2024-04-13,5260.21,718340,27257,227,12584.01
Facebook Ads,ads,2023-04-20,4773.32,402106,40416,4630,4522.21
VK Group,social,2023-12-19,8983.63,841932,15812,1371,19977.25
Google Ads,ads,2023-04-01,3206.33,175957,5079,4226,6017.32
VK Group,social,2024-02-18,4584.79,834647,37914,1515,11272.1
VK Group,social,2024-12-02,3962.04,860752,8576,2168,11306.11
HH.ru,job,2023-03-14,7940.81,490150,33586,2066,9303.96
Email Campaign,email,2024-11-15,9248.19,643447,41561,4327,5210.1
Word of Mouth,referral,2024-06-30,8648.04,564212,16741,806,11524.38
Email Campaign,email,2024-12-22,8179.34,720459,30811,4966,2274.78
Google Ads,ads,2023-10-25,9881.11,73113,47255,4060,8045.06
HH.ru,job,2024-10-06,7274.3,796750,19081,3729,4872.92
Facebook Ads,ads,2023-10-10,7759.48,743057,42982,2261,2921.47
VK Group,social,2024-05-19,9845.22,612147,40880,2510,18546.92
Avito.ru,ads,2023-07-17,1062.92,933253,48673,2318,14148.89
HH.ru,job,2023-02-01,6706.44,108558,27970,4971,3792.16
Official Website,web,2024-10-09,7650.74,674888,23282,1042,19013.22
Telegram Channel,social,2023-12-07,9260.44,31441,35881,3854,4711.85
Email Campaign,email,2024-10-19,8954.6,673886,21101,3194,5094.46
HH.ru,job,2023-11-30,8577.65,774947,14165,349,3098.77
Official Website,web,2023-05-23,9512.12,440377,29772,2104,14693.14
Word of Mouth,referral,2024-02-14,5836.41,535332,987,4935,11632.07
Google Ads,ads,2023-02-13,1062.28,874733,44514,4918,1635.9
Google Ads,ads,2023-02-01,1099.49,945679,23765,498,993.35
VK Group,social,2023-01-28,5901.75,714247,844,1355,10886.86
VK Group,social,2024-02-27,4917.45,979175,23720,800,13204.86
HH.ru,job,2024-05-05,5061.21,10961,19920,3526,16546.04
HH.ru,job,2023-06-09,4603.64,472501,21647,4198,9826.32
Facebook Ads,ads,2023-07-26,9259.53,506085,1804,1844,13692.34
Telegram Channel,social,2023-01-18,4232.53,377964,47479,1196,14806.29
University Ads,ads,2023-04-13,8706.04,193038,4164,4243,12454.53
Word of Mouth,referral,2024-08-04,9125.78,289117,38094,3465,7368.22
VK Group,social,2024-09-22,5495.52,224980,10818,4417,3071.96
University Ads,ads,2024-10-12,5022.44,512551,47408,3279,13127.0
University Ads,ads,2024-11-02,7849.19,839825,4314,1716,15489.58
Telegram Channel,social,2023-08-20,7371.74,111293,25161,3609,4201.63
Avito.ru,ads,2024-10-21,3956.82,530044,11602,712,10149.9
Avito.ru,ads,2024-02-28,1922.93,834865,37995,1283,8246.29
VK Group,social,2024-06-30,3383.67,866509,42126,548,4511.21
Official Website,web,2023-08-27,2179.26,433894,32237,3763,5283.61
Telegram Channel,social,2023-11-30,3652.59,552632,46988,4222,5134.65
Telegram Channel,social,2023-05-29,3356.39,710514,48945,2949,8669.15
Email Campaign,email,2024-09-14,6739.4,936350,10107,2624,8114.01
University Ads,ads,2024-02-12,9590.46,961350,43858,495,11306.49
Email Campaign,email,2023-01-17,7171.69,242450,49016,1396,2317.61
